Smiles,Molecular Weight,AlogP,#RO5 Violations,pIC50
CC(C)c1nn(CC(=O)Nc2ccncn2)c(=O)c2cc(I)cn12,438.23,1.65,0.0,6.886056647693163
Cc1ccc(C(C)C)cc1Nc1nc(C(=O)NS(=O)(=O)N(C)C)co1,366.44,2.39,0.0,6.853871964321762
CC(C)(O)c1csc(/C=C/S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)n1,447.58,3.47,0.0,6.847711655616943
CC(C)c1nn(CC(=O)Nc2cccnc2)c(=O)c2cc3sc(Cl)cc3n12,401.88,3.52,0.0,6.844663962534939
O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1ccc(Cl)c2nonc12,432.89,3.36,0.0,6.835647144215563
CC(C)c1nn(CC(=O)N[C@H]2C[C@@](C)(O)C2)c(=O)c2cc3c(n12)CC(C)(C)C3,386.5,1.77,0.0,6.827105302247824
Cc1ccc2c(c1Nc1nc(C(=O)NS(=O)(=O)N(C)C)co1)CCC2,364.43,1.75,0.0,6.823908740944319
CC(C)c1nn(Cc2nnc(-c3ccc(F)nc3F)o2)c(=O)c2cc3sc(Cl)cc3n12,462.87,4.26,0.0,6.795880017344075
O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)/C=C/c1ccncc1,383.47,3.18,0.0,6.785156151952302
CC(C)c1ccc(CC(=O)Nc2cccc(O)c2)cc1,269.34,3.7,0.0,6.752517739322946
CC(C)c1nn(CC(=O)Nc2ncncc2F)c(=O)c2ccc(C(F)(F)F)cc12,409.34,3.11,0.0,6.7447274948966935
CCOC(=O)C(Cn1cccn1)OC(=O)Nc1c(C)cccc1C,331.37,2.68,0.0,6.721246399047171
CCOc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1-c1ccccc1F,403.46,5.04,1.0,6.703334809738469
CC(C)c1cc(C#N)c(F)c(C(C)C)c1CC(=O)NS(=O)(=O)c1sc(C(C)(C)O)nc1CCO,511.64,3.21,1.0,6.698970004336019
CC(C)(O)c1coc(/C=C/S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c1,430.53,3.61,0.0,6.681936665037238
Cn1cc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)cn1,360.44,1.91,0.0,6.6777807052660805
CC(C)c1cc(Cl)cc(C(C)C)c1NC(=O)NS(=O)(=O)c1cccc(C(C)O)c1,438.98,5.15,1.0,6.6777807052660805
CC(C)c1nn(CC(=O)Nc2cccnc2)c(=O)c2cc3sc(F)cc3n12,385.42,3.01,0.0,6.6439741428068775
CC(C)(O)c1coc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2C(O)CC4)CCC3)c1,420.49,2.49,0.0,6.634512015109101
COc1ccc(CC(=O)Nc2cccc(O)c2)cc1,257.29,2.58,0.0,6.621238824683627
O=c1cc(Cc2ccccn2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,398.47,3.12,0.0,6.619788758288394
CC[S+]([O-])Cc1csc(/C=C/S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)n1,479.65,3.51,0.0,6.614393726401688
O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1ccc(N2CC3CCC(C2)O3)c2nonc12,509.59,3.08,1.0,6.614393726401688
O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1ccc(NC2CC(F)(F)C2)c2nonc12,503.53,3.92,1.0,6.607303046740334
Cc1nc(C(C)C)c(NC(=O)NS(=O)(=O)c2cc(C(C)(C)O)co2)n1-c1ccncc1,447.52,3.03,0.0,6.6020599913279625
CS(=O)(=O)NC(=O)Nc1c(-c2ccnc(OC3CCN(Cc4ccccc4)CC3)c2)ccc2c1CCC2,520.66,4.36,1.0,6.6020599913279625
CCc1nn(CC(=O)Nc2cccnc2)c(=O)c2cc3sccc3n12,353.41,2.31,0.0,6.6020599913279625
Cc1cc2c(c(NC(=O)N[S+](=N)([O-])c3ccccc3)c1-c1ccnc(OC3CCN(C)CC3)c1)CCC2,519.67,5.16,2.0,6.6020599913279625
CN1CCC(Oc2cc(-c3ccc4c(c3NC(=O)NS(=O)(=O)C3CC3)CCC4)ccn2)CC1,470.6,3.32,0.0,6.6020599913279625
Cc1cc2c(c(NC(=O)NS(=O)(=O)c3cc(C(C)(C)O)co3)c1-c1ccnc(OC3CCN(C)CC3)c1)CCC2,568.7,4.35,1.0,6.6020599913279625
O=C(Nc1c2c(cc3c1CCO3)CCC2)NS(=O)(=O)c1ccn(C2CC2)n1,388.45,2.15,0.0,6.6020599913279625
CC(C)c1cc(Cl)cc(C(C)C)c1NC(=O)NS(=O)(=O)c1cccc(C(C)(C)O)c1,453.0,5.32,1.0,6.585026652029182
CC(C)c1ccc2c(c1Nc1nc(C(=O)NS(=O)(=O)N(C)C)co1)CCC2,392.48,2.57,0.0,6.585026652029182
COc1ccccc1CCNC(=O)/C(=C/c1ccc(Br)cc1)CS(=O)(=O)CCC#N,491.41,3.53,0.0,6.585026652029182
CCOc1cc(C(=O)N(C)Cc2ccc(C#N)c3cn[nH]c23)ccc1-c1cccc(F)c1,428.47,4.91,0.0,6.570247719997592
Clc1ccc(-c2nnc(NCC3CCCO3)c3ccccc23)cc1,339.83,4.54,0.0,6.568636235841013
CCOC(=O)C(Cc1ncccn1)OC(=O)Nc1c(C)cccc1C,343.38,2.82,0.0,6.568636235841013
[2H]C([2H])(c1nnc(-c2ccc(C(F)(F)F)nc2Cl)o1)n1nc(C(C)C)n2c(cc3sc(Cl)cc32)c1=O,531.34,5.65,2.0,6.552841968657781
Cc1cc(C(F)(F)F)cc(O)c1-c1ccc(Nc2cncnc2)nn1,347.3,3.71,0.0,6.55129368009492
CC(C)c1nn(CC(=O)Nc2ncccn2)c(=O)cc1-c1cc(F)cc(F)c1,385.37,2.74,0.0,6.539102157243452
CCOc1cc(C(=O)N(C)Cc2ccc(Cl)c3cn[nH]c23)ccc1-c1cccc(F)c1,437.9,5.69,1.0,6.5376020021010435
Cc1c2c(c(NC(=O)NS(=O)(=O)/C=C/c3nccs3)c3c1CCC3)CCC2,403.53,3.55,0.0,6.531652669587842
CN1CCN(C(=O)c2cnc(Nc3c4c(cc5c3CCC5)CCC4)o2)S1(=O)=O,402.48,2.03,0.0,6.522878745280337
CCCCCN1C(=O)/C(=C2\SC(=S)N(Cc3ccco3)C2=O)c2cc(Br)ccc21,491.43,5.35,1.0,6.522878745280337
O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)/C=C/c1nc(CO)cs1,419.53,2.74,0.0,6.51427857351842
Cc1ccc(C2CCC2)cc1Nc1nc(C(=O)NS(=O)(=O)N(C)C)co1,378.45,2.53,0.0,6.508638306165727
CC(C)c1nn(Cc2nnc(C3CCCC3)o2)c(=O)c2cc3sc(Cl)cc3n12,417.92,4.58,0.0,6.494850021680094
CC(C)c1nn(Cc2nnc(-c3ccc(C(F)(F)F)nc3Cl)o2)c(=O)c2cc3sc(Cl)cc3n12,529.33,5.65,2.0,6.494850021680094
Cc1ccc(-c2nnc(Cn3nc(C(C)C)n4c(cc5sc(Cl)cc54)c3=O)o2)c(Cl)n1,475.36,4.94,0.0,6.481486060122113
CCc1nn(CC(=O)Nc2ccccc2)c(=O)c2cc3sccc3n12,352.42,2.91,0.0,6.481486060122113
Cn1ccc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)n1,360.44,1.91,0.0,6.468521082957745
CCCOc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1-c1cccc(F)c1,417.48,5.43,1.0,6.465973893943865
CN(C)C(=O)c1csc(/C=C/S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)n1,460.58,2.94,0.0,6.46344155742847
Clc1ccc(-c2nnc(NCC3CCCO3)c3cnccc23)cc1,340.81,3.94,0.0,6.443697499232712
CC(C)c1nn(Cc2nnc(-c3cnccc3C(F)(F)F)o2)c(=O)c2cc3sc(Cl)cc3n12,494.89,5.0,0.0,6.443697499232712
O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)/C=C/c1cscn1,389.5,3.24,0.0,6.432973633840939
CC(C)c1nn(Cc2nnc(C3CCOC3)o2)c(=O)c2cc3sc(Cl)cc3n12,419.89,3.42,0.0,6.431798275933005
CC(C)c1nn(Cc2nnc(C3CCC3)o2)c(=O)c2cc3sc(Cl)cc3n12,403.9,4.19,0.0,6.431798275933005
CC(C)c1nn(Cc2nnc(-c3cccc(C#N)c3)o2)c(=O)c2cc3sc(Cl)cc3n12,450.91,4.46,0.0,6.42021640338319
O=C(Cc1ccc(OC(F)F)cc1)Nc1cccc(O)c1,293.27,3.17,0.0,6.419873674588417
CCOc1ccc(CC(=O)Nc2cccc(O)c2)cc1,271.32,2.97,0.0,6.411952503013917
CC(C)c1nn(Cc2nnc(-c3ccnc(Cl)n3)o2)c(=O)c2cc3sc(Cl)cc3n12,462.32,4.03,0.0,6.4089353929735005
COCCN1C(=O)/C(=C2/C(=O)Nc3ccccc32)SC1=S,320.4,1.86,0.0,6.3979400086720375
O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1cnn2c1CCCC2,400.5,2.71,0.0,6.3872161432802645
N#CCCS(=O)(=O)C/C(=C\c1ccc(Br)cc1)C(=O)NCCc1cccc(Cl)c1,495.83,4.17,0.0,6.366531544420414
CC(C)c1nn(Cc2nnc(-c3cccc(F)c3)o2)c(=O)c2cc3sc(Cl)cc3n12,443.89,4.72,0.0,6.366531544420414
O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1cnn2cccnc12,397.46,2.22,0.0,6.366531544420414
Cc1ncc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)s1,377.49,2.94,0.0,6.366531544420414
CCOC(=O)COC(=O)Nc1c2c(cc3c1CCC3)CCC2,303.36,2.78,0.0,6.356547323513812
Cc1ccc(-c2nnc(Cn3nc(C(C)C)n4c(cc5sc(Cl)cc54)c3=O)o2)cn1,440.92,4.29,0.0,6.356547323513812
CCOC(=O)COC(=O)Nc1c(C)cccc1C(C)C,279.34,3.23,0.0,6.356547323513812
O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1ccco1,346.41,2.77,0.0,6.356547323513812
O=C([N-]S(=O)(=O)c1ccco1)Nc1c2c(cc3c1CCC3)CCC2.[K+],384.5,2.77,0.0,6.346787486224656
C=C1C(=O)[C@@]23C(CC[C@@H]1[C@H]2OC(=O)Nc1cccc(Cl)c1)[C@@]12CO[C@]3(O)[C@@H](O)[C@@H]1C(C)(C)CC[C@@H]2O,518.01,3.29,1.0,6.346787486224656
COC(C)(C)Cn1ccc(S(=O)(=O)c2nnc(Nc3c4c(cc5c3CCC5)CCC4)[nH]2)n1,456.57,2.98,0.0,6.301029995663981
CC(C)c1cccc2c1CC(=O)NS(=O)(=O)c1cnn(c1)C(C)(C)COc1cc-2ccn1,454.55,3.24,0.0,6.301029995663981
CC(C)c1nn(Cc2nnc(-c3cc(F)cnc3Cl)o2)c(=O)c2cc3sc(Cl)cc3n12,479.32,4.77,0.0,6.301029995663981
C=CCN1C(=O)/C(=C2/C(=O)Nc3ccccc32)SC1=S,302.38,2.4,0.0,6.301029995663981
CC(C)c1cccc2c1CC(=O)NS(=O)(=O)c1nn(cc1F)C(C)(C)COc1cc-2ccn1,472.54,3.38,0.0,6.301029995663981
COc1cn2nc1S(=O)(=O)NC(=O)Cc1c(cccc1C(C)C)-c1ccnc(c1)OCC2(C)C,484.58,3.25,0.0,6.301029995663981
CC(C)c1cc(F)c(F)c2c1CC(=O)NS(=O)(=O)c1nn(cc1F)C(C)(C)COc1cc-2ccn1,508.52,3.66,1.0,6.301029995663981
CC(C)c1nn(Cc2nnc(-c3cnccc3Cl)o2)c(=O)c2cc3sc(Cl)cc3n12,461.33,4.63,0.0,6.301029995663981
CC(C)c1cccc2c1CC(=O)NS(=O)(=O)c1cnn(c1)C1(CC1)COc1cc-2ccn1,452.54,3.0,0.0,6.301029995663981
Cc1ccc(C)c(Nc2nc(C(=O)NS(=O)(=O)N(C)C)co2)c1,338.39,1.57,0.0,6.292429823902063
C=C1C(=O)O[C@@H]2C[C@@]3(C)CC[C@@H](OC(=O)c4cc(Cl)cnc4Cl)C(=C)[C@@H]3C[C@H]12,422.31,4.78,0.0,6.292429823902063
CC(C)Oc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1-c1cccc(F)c1,417.48,5.43,1.0,6.291579099865287
Cc1ccc(C(F)(F)F)nc1Nc1nc(C(=O)NS(=O)(=O)N(C)C)co1,393.35,1.68,0.0,6.259637310505756
O=C(Nc1cccc(Cl)c1)c1cc(N=Nc2ccc([N+](=O)[O-])cc2Cl)ccc1O,431.24,6.27,1.0,6.247183568811728
C=C1C(=O)O[C@@H]2C[C@@]3(C)CC[C@@H](OC(=O)c4c(Cl)ccnc4Cl)C(=C)[C@@H]3C[C@H]12,422.31,4.78,0.0,6.2441251443275085
CCOC(=O)COC(=O)Nc1c(C)cc(C)cc1C,265.31,2.72,0.0,6.229147988357855
Cc1cc(=S)n2nc(Nc3c4c(cc5c3CCC5)CCC4)nc2[nH]1,337.45,3.82,0.0,6.221848749616356
CCc1nn(CC(=O)Nc2cccc(C(C)=O)c2)c(=O)c2cc3sccc3n12,394.46,3.11,0.0,6.204119982655925
CCOc1cc(C(=O)N(C)Cc2ccc(OC)c3cn[nH]c23)ccc1-c1cccc(F)c1,433.48,5.05,1.0,6.204119982655925
CN(C)[C@@H]1CCCC[C@H]1N(C)c1ccc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c2nonc12,552.7,4.02,1.0,6.196542884351586
Cc1cccc(S(=O)(=O)NC(=O)Nc2c(C(C)C)cccc2C(C)C)c1,374.51,4.75,0.0,6.195860567664649
Cc1cccc(C(=O)NNC(=O)c2c(O)c3ccccc3n(C)c2=O)c1,351.36,1.63,0.0,6.1938200260161125
CC(C)c1nn(Cc2nnc(-c3ccc(C(F)(F)F)nc3)o2)c(=O)c2cc3sc(Cl)cc3n12,494.89,5.0,0.0,6.1938200260161125
O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1ccc(N2C[C@@H]3[C@@H](CO)[C@@H]3C2)c2nonc12,509.59,2.39,1.0,6.193141970481182
O=C(Cc1ccc(Br)cc1)Nc1cccc(O)c1,306.16,3.34,0.0,6.190238334892875
COc1c(OC(C)=O)c(=O)n2c3ccccc3c3ccnc1c32,308.29,2.37,0.0,6.1771783546968955
CC(C)c1nn(Cc2nnc(-c3cncc(C(F)(F)F)c3)o2)c(=O)c2cc3sc(Cl)cc3n12,494.89,5.0,0.0,6.173925197299173
N#CCCS(=O)(=O)C/C(=C\c1ccc(Br)cc1)C(=O)NCCc1ccccc1Br,540.28,4.28,1.0,6.167491087293763
CN(Cc1cccc2cn[nH]c12)C(=O)c1ccc(-c2cccc(F)c2)c(OC2COC2)c1,431.47,4.42,0.0,6.166215625343521
CC(C)c1nn(Cc2nnc(-c3ccncc3Cl)o2)c(=O)c2cc3sc(Cl)cc3n12,461.33,4.63,0.0,6.154901959985743
N#CCCS(=O)(=O)C/C(=C\c1ccc(Br)cc1)C(=O)NCCc1ccccc1Cl,495.83,4.17,0.0,6.1487416512809245
CC(C)c1nn(Cc2nnc(-c3ncccc3Cl)o2)c(=O)c2cc3sc(Cl)cc3n12,461.33,4.63,0.0,6.113509274827518
CC(C)c1cccc(C(C)C)c1NC(=O)NS(=O)(=O)c1ccc(Br)s1,445.4,5.27,1.0,6.104577453960592
O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1,315.59,5.29,1.0,6.094204119632131
CCOC(=O)COC(=O)Nc1c(CC)cccc1CC,279.34,2.92,0.0,6.0915149811213505
N#CCCS(=O)(=O)C/C(=C\c1ccc(Br)cc1)C(=O)NCCc1cccc(Br)c1,540.28,4.28,1.0,6.0915149811213505
CC(=O)Oc1c(I)cc(I)cc1C(=O)Nc1ccc(Cl)cc1,541.51,4.73,1.0,6.089909454405932
CCOC(=O)c1coc(Nc2c3c(cc4c2CCC4)CCC3)n1,312.37,3.57,0.0,6.086186147616283
C=C1C(=O)O[C@@H]2C[C@@]3(C)CC[C@@H](OC(=O)/C=C/C(=O)c4ccccc4)C(=C)[C@@H]3C[C@H]12,406.48,4.2,0.0,6.075720713938118
CC(C)c1nn(Cc2nnc(-c3cccnc3Cl)o2)c(=O)c2cc3sc(Cl)cc3n12,461.33,4.63,0.0,6.060480747381382
c1ccc(C2Nc3ccccc3C3OCCCC23)cc1,265.36,4.32,0.0,6.055024091587952
C=C1C(=O)O[C@@H]2C[C@@]3(C)CC[C@@H](OC(=O)/C=C/C(=O)c4ccc(F)cc4)C(=C)[C@@H]3C[C@H]12,424.47,4.34,0.0,6.040958607678906
CC(C)c1nn(CC(=O)N[C@@H]2CCCN(C3CCC3)C2)c(=O)cc1-c1cccc(Cl)c1,442.99,3.82,0.0,6.040958607678906
CCOC(=O)COC(=O)Nc1c(C)cccc1C,251.28,2.42,0.0,6.031517051446065
CCOC(=O)c1cnc(Nc2c3c(cc4c2CCC4)CCC3)o1,312.37,3.57,0.0,6.026872146400302
CC(C)(C)OC(=O)NC1CN(c2ccc(S(=O)(=O)NC(=O)Nc3c4c(cc5c3CCC5)CCC4)c3nonc23)C1,568.66,3.42,1.0,6.023650020996727
O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1cnccn1,358.42,1.96,0.0,6.017728766960431
N#CCCS(=O)(=O)C/C(=C\c1ccc(Br)cc1)C(=O)NCCc1ccncc1,462.37,2.91,0.0,6.017728766960431
CC(C)c1nn(Cc2nnc(-c3cccc(C(F)(F)F)c3)o2)c(=O)c2cc3sc(Cl)cc3n12,493.9,5.6,1.0,6.013228265733755
CCOC(=O)COC(=O)Nc1cc(C)ccc1C,251.28,2.42,0.0,6.013228265733755
C=C1C(=O)O[C@@H]2C[C@@]3(C)CC[C@@H](OC(=O)/C=C/C(=O)c4ccc(C(F)(F)F)cc4)C(=C)[C@@H]3C[C@H]12,474.48,5.22,1.0,6.00436480540245
COc1cc(C)c(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)cn1,401.49,2.89,0.0,6.0
CC(C)c1cc(F)cc(-c2ccnc(C#N)c2)c1CC(=O)NS(=O)(=O)c1cnn(C2CC2)n1,468.51,2.86,0.0,6.0
Cn1ncc2ccc(S(=O)(=O)NC(=O)Nc3c4c(cc5c3CCC5)CCC4)cc21,410.5,3.06,0.0,6.0
Cc1cc(C)c(C)c(NC(=O)NS(=O)(=O)/C=C/c2nccs2)c1C,365.48,3.5,0.0,6.0
O=C(Nc1ccccc1C(F)(F)F)NS(=O)(=O)/C=C/c1nccs1,377.37,3.28,0.0,6.0
CC(C)OC(=O)c1nc(Nc2c3c(cc4c2CCC4)CCC3)cs1,342.46,4.43,0.0,6.0
N#CC(NC(=O)Nc1c2c(cc3c1CCC3)CCC2)c1ccccc1,331.42,4.05,0.0,6.0
CCOC(=O)COC(=O)Nc1c(Cl)cccc1Cl,292.12,3.11,0.0,6.0
CC(C)c1cccc(C(C)C)c1NC(=O)NS(=O)(=O)/C=C/c1nccs1,393.53,4.51,0.0,6.0
Cc1ccc(S(=O)(=O)NS(=O)(=O)Nc2c3c(cc4c2CCC4)CCC3)cc1,406.53,2.61,0.0,6.0
CC(C)(O)c1ccc2c(c1)[S+]([O-])(NC(=O)Nc1c3c(cc4c1CCC4)CCC3)=NC2=O,439.54,3.61,0.0,6.0
Cc1ccc(S(=O)(=O)NC(=O)C(=O)c2c3c(cc4c2CCC4)CCC3)cc1,383.47,2.66,0.0,6.0
Cc1ccc(S(=O)(=O)N/C(=N\C#N)Nc2c3c(cc4c2CCC4)CCC3)cc1,394.5,3.2,0.0,6.0
CC(C)c1cc(F)cc(-c2ccnc(C#N)c2)c1CC(=O)NS(=O)(=O)c1cnn(C2CC2)c1,467.53,3.46,0.0,6.0
CC(C)c1cc(F)cc(-c2ccnc(C#N)c2)c1CC(=O)NS(=O)(=O)c1cn(C2CC2)cn1,467.53,3.46,0.0,6.0
O=C(Nc1c2c(cc3c1CCC3)CCC2)NC1(c2ccccc2)COC1,348.45,3.71,0.0,6.0
CC(=O)N=S(=O)(NC(=O)Nc1c2c(cc3c1CCC3)CCC2)c1ccc(C)cc1,411.53,4.08,0.0,6.0
Cc1ccc(S(=O)(=NCC(F)(F)F)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)cc1,451.51,5.1,1.0,6.0
Cc1ccc(S(=O)(=O)Nc2c(Nc3c4c(cc5c3CCC5)CCC4)c(=O)c2=O)cc1,422.51,3.11,0.0,6.0
CS(=O)(=O)CCC#N,133.17,-0.06,0.0,6.0
O=C(Nc1cc(C(F)(F)F)ccc1C(F)(F)F)NS(=O)(=O)/C=C/c1nccs1,445.37,4.3,0.0,6.0
COc1cc(-c2ccc3c(c2NC(=O)NS(=O)(=O)c2cn(C(C)C)c(=O)cn2)CCC3)ccn1,483.55,2.89,0.0,6.0
Cc1ccc(S(=O)(=Nc2ccn[nH]2)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)cc1,435.55,4.59,0.0,6.0
CC(C)c1cc(F)cc(C(C)C)c1CC(=O)NS(=O)(=O)c1ncn(C2CC2)n1,408.5,3.05,0.0,6.0
O=C(Nc1c(F)cccc1C(F)(F)F)NS(=O)(=O)/C=C/c1nccs1,395.36,3.42,0.0,6.0
N#Cc1cc(-c2ccc3c(c2CC(=O)NS(=O)(=O)c2cnn(C4CC4)c2)CCC3)ccn1,447.52,2.69,0.0,6.0
O=C(Nc1c2c(cc3c1CCC3)CCC2)NC(c1ccccc1)C(F)(F)F,374.41,5.09,1.0,6.0
O=C(Nc1c(C2CC2)ccc2c1CCC2)NS(=O)(=O)c1cc2c(o1)C1CCN(CC1)C2,441.55,3.85,0.0,6.0
CC(C)c1cc(F)cc(-c2cccnc2)c1CC(=O)NS(=O)(=O)c1cn(C2CC2)cn1,442.52,3.59,0.0,6.0
Cc1ccc(S(=O)(=Nc2ccc(F)cc2)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)cc1,463.58,6.01,1.0,6.0
O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)/C=C/c1nc2ccccc2s1,439.56,4.4,0.0,6.0
CN=S(=O)(NC(=O)Nc1c2c(cc3c1CCC3)CCC2)c1ccc(C)cc1,383.52,4.17,0.0,6.0
Cc1ccc(S(=O)(=O)NC(=O)Cc2c3c(cc4c2CCC4)CCC3)cc1,369.49,3.02,0.0,6.0
O=C(Cc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1cnn(C2CC2)c1,385.49,2.24,0.0,6.0
Cc1ccc(S(=O)(=O)NC(=O)C(=O)Nc2c3c(cc4c2CCC4)CCC3)cc1,398.48,2.42,0.0,6.0
COc1cccc(OC)c1NC(=O)NS(=O)(=O)/C=C/c1nccs1,369.42,2.28,0.0,6.0
O=C(Nc1c2c(cc3c1OCC3)OCC2)NS(=O)(=O)/C=C/c1nccs1,393.45,2.14,0.0,6.0
O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)/C=C/c1ccccn1,383.47,3.18,0.0,6.0
O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1cc2c(o1)C1CCN(CC1)C2,441.55,3.46,0.0,6.0
CON=S(=O)(NC(=O)Nc1c2c(cc3c1CCC3)CCC2)c1ccc(C)cc1,399.52,4.1,0.0,6.0
Cc1ccc(S(=O)(=NC(N)=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)cc1,412.52,3.61,0.0,6.0
COc1cc(-c2cc(F)cc(C(C)C)c2C(O)C(=O)NS(=O)(=O)c2cnn(C3CC3)c2)ccn1,488.54,3.09,0.0,6.0
C/C1=C\CC[C@]2(C)O[C@@H]2[C@H]2OC(=O)[C@@H](CN(C)CCOc3no[n+]([O-])c3S(=O)(=O)c3ccccc3)[C@@H]2CC1,547.63,2.29,1.0,6.0
COc1cc(-c2ccc3c(c2CC(=O)NS(=O)(=O)c2cnn(C4CC4)n2)CCC3)ccn1,453.52,2.22,0.0,6.0
O=C(Nc1c2c(cc3c1CCC3)CCC2)NP(=O)(O)c1ccccc1,356.36,3.3,0.0,6.0
COC1(c2cc(S(=O)(=O)NC(=O)Cc3c(-c4ccnc(C#N)c4)ccc4c3CCC4)nn2C(C)C)COC1,535.63,2.81,1.0,6.0
Cc1ccc(S(=O)(=O)NC(=O)C(O)c2c3c(cc4c2CCC4)CCC3)cc1,385.49,2.51,0.0,6.0
CCN1CCC(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)CC1,391.54,2.6,0.0,6.0
CCOC(=O)N=S(=O)(NC(=O)Nc1c2c(cc3c1CCC3)CCC2)c1ccc(C)cc1,441.55,4.69,0.0,6.0
N#CCCS(=O)(=O)C/C(=C\c1ccc(Br)cc1)C(=O)NCCc1ccccc1F,479.37,3.66,0.0,5.991399828238082
Cl.O=C(CCS(=O)(=O)c1ccccc1)N(CCCN1CCOCC1)c1nc2c(F)cccc2s1,528.07,3.35,0.0,5.978810700930062
Cc1cnc(/C=C/S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)s1,403.53,3.55,0.0,5.974284616098659
N#CCCS(=O)(=O)C/C(=C\c1ccc(Br)cc1)C(=O)NCCc1ccccc1,461.38,3.52,0.0,5.97061622231479
CCN(CC)c1ccc2nc3ccc(N)cc3[n+](-c3ccccc3)c2c1.[Cl-],378.91,4.09,0.0,5.966576244513051
O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1cccnc1,357.44,2.57,0.0,5.966576244513051
O=C(Cc1ccc(C(F)(F)F)cc1)Nc1cccc(O)c1,295.26,3.59,0.0,5.96537154337468
C=C1C(=O)O[C@@H]2C[C@@]3(C)CC[C@@H](OC(=O)c4ccc(C(F)(F)F)cc4)C(=C)[C@@H]3C[C@H]12,420.43,5.09,1.0,5.950781977329818
C=C1C(=O)O[C@@H]2C[C@@]3(C)CC[C@@H](OC(=O)/C=C/C(=O)OCC)C(=C)[C@@H]3C[C@H]12,374.43,2.88,0.0,5.94692155651658
CC(C)c1nn(C2(C(=O)Nc3ncccn3)CC2)c(=O)cc1-c1cc(F)cc(F)c1,411.41,3.23,0.0,5.943095148663527
CCc1nn(CC(=O)NC2CCCNC2)c(=O)c2cc3sccc3n12,359.46,1.14,0.0,5.939302159646388
C=C1C(=O)O[C@@H]2C[C@@]3(C)CC[C@@H](OC(=O)c4ccc(F)cc4)C(=C)[C@@H]3C[C@H]12,370.42,4.22,0.0,5.924453038607469
CC(C)NC(=O)c1c(O)nc2ccccc2c1O,246.27,1.78,0.0,5.924453038607469
C=C1C(=O)O[C@@H]2C[C@@]3(C)CC[C@@H](OC(=O)c4ccccc4)C(=C)[C@@H]3C[C@H]12,352.43,4.08,0.0,5.913640169325252
CCSc1nsc(NC(=O)Nc2cccc(F)c2)n1,298.37,3.43,0.0,5.913640169325252
COc1ccc(C/C(=N\O)c2nc3ccc(OC)cc3o2)cc1,312.32,3.27,0.0,5.913640169325252
C=C1C(=O)O[C@@H]2C[C@@]3(C)CC[C@@H](OC(=O)/C=C/C(=O)c4ccc(OC)cc4)C(=C)[C@@H]3C[C@H]12,436.5,4.21,0.0,5.910094888560602
C=C1C(=O)O[C@@H]2C[C@@]3(C)CC[C@@H](OC(=O)/C=C/c4ccccc4)C(=C)[C@@H]3C[C@H]12,378.47,4.48,0.0,5.910094888560602
