Smiles,Molecular Weight,AlogP,#RO5 Violations,pIC50
CC(C)(O)c1coc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CC[C@H]4O)CCC3)c1,420.49,2.49,0.0,5.907279355315901
CC(C)c1nn(Cc2nnc(-c3ccncn3)o2)c(=O)c2cc3sc(Cl)cc3n12,427.88,3.38,0.0,5.906578314837765
O=c1cc(CC2CCCCO2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,405.5,3.25,0.0,5.886056647693163
COc1c(/C=C/C(=O)c2ccccc2)cc(OC)c2occc12,308.33,4.35,0.0,5.886056647693163
C=C1C(=O)O[C@@H]2C[C@@]3(C)CC[C@@H](OC(=O)/C=C/C(=O)c4ccc(C)cc4)C(=C)[C@@H]3C[C@H]12,420.51,4.51,0.0,5.886056647693163
O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1ccccn1,357.44,2.57,0.0,5.876148359032914
C=C1C(=O)O[C@@H]2C[C@@]3(C)CC[C@@H](NC(=O)/C=C/C(=O)c4ccc(F)cc4)C(=C)[C@@H]3C[C@H]12,423.48,3.91,0.0,5.872895201635193
Cc1ccc(S(=O)(=O)NC(=O)Nc2c(C(C)C)cccc2C(C)C)cc1,374.51,4.75,0.0,5.864231485432177
CC(C)c1cc(Br)cc(C(C)C)c1NC(=O)NS(=O)(=O)c1ccc2ccccc2c1,489.44,6.36,1.0,5.856985199745905
CCOC(=O)COC(=O)Nc1cccc(C)c1C,251.28,2.42,0.0,5.853871964321762
CN[C@H]1COc2c(S(=O)(=O)NC(=O)Nc3c4c(cc5c3CCC5)CCC4)cnn2C1,431.52,1.35,0.0,5.853871964321762
C=C1C(=O)O[C@@H]2C[C@@]3(C)CC[C@@H](NC(=O)/C=C/C(=O)c4ccccc4)C(=C)[C@@H]3C[C@H]12,405.49,3.77,0.0,5.847711655616943
COc1ccc(NC(=O)C#Cc2ccccc2)cc1,251.28,2.69,0.0,5.841637507904751
CCOC(=O)COC(=O)Nc1c(C)cccc1CC,265.31,2.67,0.0,5.823908740944319
COC(=O)[C@@H](Cc1cccc(C#N)c1)NC(=O)Nc1c2c(cc3c1CCC3)CCC2,403.48,3.44,0.0,5.823908740944319
COC(=O)[C@@H](Cc1ccc(C#N)cc1)NC(=O)Nc1c2c(cc3c1CCC3)CCC2,403.48,3.44,0.0,5.823908740944319
CC(C)c1cc(F)cc(-c2ccncc2)c1CC(=O)NS(=O)(=O)c1ccn(C2CC2)n1,442.52,3.59,0.0,5.823908740944319
COc1cc(-c2cc(F)cc(C(C)C)c2CC(=O)NS(=O)(=O)c2cnn(C3CC3)c2)ccn1,472.54,3.6,0.0,5.823908740944319
COC(=O)[C@@H](Cc1cccnc1)NC(=O)Nc1c2c(cc3c1CCC3)CCC2,379.46,2.96,0.0,5.823908740944319
O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1ccncc1,357.44,2.57,0.0,5.812479279163537
O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O,256.26,2.7,0.0,5.812479279163537
C=C1C(=O)O[C@@H]2C[C@@]3(C)CC[C@@H](NC(=O)/C=C/C(=O)OCC)C(=C)[C@@H]3C[C@H]12,373.45,2.45,0.0,5.809668301829708
CCOC(=O)Cn1nc(Cc2ccccc2Cl)oc1=O,296.71,1.64,0.0,5.809668301829708
Cn1c(=O)c(C(=O)NNC(=O)c2ccccc2F)c(O)c2ccccc21,355.33,1.46,0.0,5.806875401645538
CCOC(=O)COC(=O)Nc1ccccc1C(C)C,265.31,2.92,0.0,5.795880017344075
CCOC(=O)CNC(=O)Nc1c2c(cc3c1CCC3)CCC2,302.37,2.35,0.0,5.795880017344075
N#Cc1ccc(Cc2cc(=O)n3nc(Nc4c5c(cc6c4CCC6)CCC5)nc3[nH]2)cc1,422.49,3.6,0.0,5.795880017344075
Cc1cccc(C(=O)ONC(=N)Cc2cccc3ccccc23)c1,318.38,4.03,0.0,5.790484985457369
O=C(Cc1ccc2ccccc2c1)Nc1cccc(O)c1,277.32,3.73,0.0,5.790216985151485
Cc1ccc(NC(=O)c2nc(S(=O)(=O)Cc3ccccc3)ncc2Cl)cc1,401.88,3.66,0.0,5.777283528852417
CC1=C2CC[C@@](C)(O)[C@@H]2[C@H]2OC(=O)[C@@H](CN(C)CCOc3no[n+]([O-])c3S(=O)(=O)c3ccccc3)[C@@H]2CC1,547.63,1.88,1.0,5.769551078621726
O=c1cc(Cc2ncccn2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,399.46,2.52,0.0,5.769551078621726
CCCc1nn(CC(=O)Nc2cccnc2)c(=O)c2cc3sccc3n12,367.43,2.7,0.0,5.764471553092451
C=CCCC(=O)O[C@@H]1CC[C@]2(C)C[C@H]3OC(=O)C(=C)[C@H]3C[C@H]2C1=C,330.42,3.73,0.0,5.7544873321858505
CC(C)c1nn(Cc2nnc(-c3cc(C(F)(F)F)cnc3Cl)o2)c(=O)c2cc3sc(Cl)cc3n12,529.33,5.65,2.0,5.752026733638194
CCCCCNC(=O)C(=O)C1C(=O)Nc2ccccc21,274.32,1.6,0.0,5.749579997691106
C=C1C(=O)O[C@@H]2C[C@@]3(C)CC[C@@H](OC(=O)c4cccs4)C(=C)[C@@H]3C[C@H]12,358.46,4.14,0.0,5.749579997691106
C=C1C(=O)O[C@@H]2C[C@@]3(C)CC[C@@H](OC(=O)c4ccc(Cl)nc4)C(=C)[C@@H]3C[C@H]12,387.86,4.12,0.0,5.749579997691106
C=C1C(=O)O[C@@H]2C[C@@]3(C)CC[C@@H](OC(=O)CCCCCCl)C(=C)[C@@H]3C[C@H]12,380.91,4.56,0.0,5.749579997691106
C=C1C(=O)O[C@@H]2C[C@@]3(C)CC[C@@H](OC(=O)c4ccc(C(F)(F)F)nc4)C(=C)[C@@H]3C[C@H]12,421.42,4.49,0.0,5.747146969020107
O=c1cc(Cc2ccccc2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,397.48,3.73,0.0,5.7447274948966935
Cn1ccc(Cc2cc(=O)n3nc(Nc4c5c(cc6c4CCC6)CCC5)nc3[nH]2)n1,401.47,2.46,0.0,5.7447274948966935
O=C([N-]S(=O)(=O)c1ccccc1)Nc1c2c(cc3c1CCC3)CCC2.[Na+],378.43,3.17,0.0,5.7447274948966935
COC(=O)CNC(=O)Nc1c2c(cc3c1CCC3)CCC2,288.35,1.96,0.0,5.7447274948966935
C=C1C(=O)O[C@@H]2[C@H]3O[C@@]3(C)CC/C=C(\C)CC[C@@H]12,248.32,2.76,0.0,5.7447274948966935
CC(C)OC(=O)CNC(=O)Nc1c2c(cc3c1CCC3)CCC2,316.4,2.74,0.0,5.7447274948966935
O=C(NC(=S)NNC(=O)c1ccccc1O)c1ccc(F)cc1,333.34,1.48,0.0,5.739928612014925
CC(C)(O)c1coc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CC(O)C4)CCC3)c1,420.49,1.97,0.0,5.738023808602187
C=C1C(=O)O[C@@H]2C[C@@]3(C)CC[C@@H](OC(=O)CCCCl)C(=C)[C@@H]3C[C@H]12,352.86,3.78,0.0,5.73754891026957
O=C(O)Cn1nc(Cc2ccccc2Cl)oc1=O,268.66,1.17,0.0,5.732828271596986
C=C1C(=O)O[C@@H]2C[C@@]3(C)CC[C@@H](OC(=O)c4cccnc4)C(=C)[C@@H]3C[C@H]12,353.42,3.47,0.0,5.732828271596986
COc1cccc(CCNC(=O)/C(=C/c2ccc(Br)cc2)CS(=O)(=O)CCC#N)c1,491.41,3.53,0.0,5.72584215073632
CC(C)c1nn(Cc2nnc(-c3cccnc3)o2)c(=O)c2cc3sc(Cl)cc3n12,426.89,3.98,0.0,5.723538195826756
O=c1cc(-c2ccccc2Cl)oc2ccc([N+](=O)[O-])c(O)c12,317.68,3.73,0.0,5.723538195826756
CC(C)c1nn(Cc2nnc(C3CCCCC3)o2)c(=O)c2cc3sc(Cl)cc3n12,431.95,4.97,0.0,5.721246399047171
CCOC(=O)COC(=O)Nc1c(F)cccc1F,259.21,2.08,0.0,5.721246399047171
O=S(=O)(c1ccccc1)c1no[n+]([O-])c1S(=O)(=O)c1ccccc1,366.38,0.97,0.0,5.721246399047171
O=C(Cn1ncn2c(cc3sccc32)c1=O)Nc1cccnc1,325.35,1.74,0.0,5.721246399047171
C=C1C(=O)O[C@@H]2C[C@@]3(C)CC[C@@H](OC(=O)Cc4ccc5ccccc5c4)C(=C)[C@@H]3C[C@H]12,416.52,5.16,1.0,5.714442690992226
C=C1C(=O)O[C@@H]2C[C@@]3(C)CC[C@@H](OC(=O)c4ccc(F)nc4)C(=C)[C@@H]3C[C@H]12,371.41,3.61,0.0,5.714442690992226
CC(C)(O)c1coc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4O)CCC3)c1,420.49,2.49,0.0,5.705313375720556
C=C1C(=O)O[C@@H]2C[C@@]3(C)CC[C@@H](OC(=O)CCCCC)C(=C)[C@@H]3C[C@H]12,346.47,4.34,0.0,5.698970004336019
COC(=O)C(Cc1cccc(O)c1)NC(=O)Nc1c2c(cc3c1CCC3)CCC2,394.47,3.28,0.0,5.698970004336019
Cn1nccc1Cc1cc(=O)n2nc(Nc3c4c(cc5c3CCC5)CCC4)nc2[nH]1,401.47,2.46,0.0,5.698970004336019
CCOc1cc(C(=O)N(C)Cc2ccc(C(=O)NC)c3cn[nH]c23)ccc1-c1cccc(F)c1,460.51,4.4,0.0,5.698970004336019
O=C(NCCCCc1ccccc1)c1ccccc1Br,332.24,4.2,0.0,5.684029654543083
C/C1=C\CC[C@]2(C)O[C@@H]2[C@H]2OC(=O)[C@@H](CN(C)CCCOc3no[n+]([O-])c3S(=O)(=O)c3ccccc3)[C@@H]2CC1,561.66,2.68,1.0,5.657577319177793
CCCc1ccc(CC(=O)Nc2cccc(O)c2)cc1,269.34,3.53,0.0,5.656000930942839
CN(CC(=O)N1CCc2ccccc2C1)c1ccccc1,280.37,2.71,0.0,5.653647025549361
CC(C)c1nn(Cc2nnc(-c3cnccn3)o2)c(=O)c2cc3sc(Cl)cc3n12,427.88,3.38,0.0,5.649751981665837
O=C(NCCC1=CCCCC1)c1c(O)nc2sccn2c1=O,319.39,2.08,0.0,5.649751981665837
CC1=C2CC[C@@](C)(O)[C@@H]2[C@H]2OC(=O)[C@@H](CN(C)CCCOc3no[n+]([O-])c3S(=O)(=O)c3ccccc3)[C@@H]2CC1,561.66,2.27,1.0,5.638272163982407
COc1ccc(N2C(=O)/C(=C\c3ccccc3C(F)(F)F)SC2=S)cc1,395.43,5.12,1.0,5.638272163982407
Cc1nc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)cn1C,374.47,2.22,0.0,5.636388020107856
C=C1C(=O)O[C@@H]2C[C@@]3(C)CC[C@@H](OC(=O)CCCCCCC)C(=C)[C@@H]3C[C@H]12,374.52,5.12,1.0,5.636388020107856
O=C(Cc1ccc(OC(F)(F)F)cc1)Nc1cccc(O)c1,311.26,3.47,0.0,5.634886568372423
Cc1csc2nc(O)c(C(=O)NCCC3=CCCCC3)c(=O)n12,333.41,2.39,0.0,5.632644078973981
O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1ccc(N2CCN(CCO)CC2)c2nonc12,526.62,1.82,1.0,5.623423042943488
O=c1c2cc(Br)ccc2nc(-c2ccc([N+](=O)[O-])cc2)n1O,362.14,2.97,0.0,5.621602099051862
O=C(O)c1ccc(/C=C2\SC(=S)N(Cc3cccc(C(F)(F)F)c3)C2=O)cc1,423.44,4.81,0.0,5.619788758288394
N#Cc1cccc(Cc2cc(=O)n3nc(Nc4c5c(cc6c4CCC6)CCC5)nc3[nH]2)c1,422.49,3.6,0.0,5.619788758288394
CN(C)CC1COc2c(S(=O)(=O)NC(=O)Nc3c4c(cc5c3CCC5)CCC4)cnn2C1,459.57,1.94,0.0,5.619788758288394
O=C(O)c1cnc(Nc2c3c(cc4c2CCC4)CCC3)o1,284.31,3.09,0.0,5.619788758288394
CC(C)c1nn(Cc2nnc(C3CCOCC3)o2)c(=O)c2cc3sc(Cl)cc3n12,433.92,3.81,0.0,5.617982957425132
CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1,405.97,6.56,1.0,5.617982957425132
O=C(NCCCc1ccccc1)c1c(O)nc2sccn2c1=O,329.38,1.82,0.0,5.616184634019569
O=C(c1ccc(/C=C2\SC(=S)N(c3cccc(C(F)(F)F)c3)C2=O)cc1)N1CCC(O)CC1,492.54,4.71,0.0,5.61261017366127
COC(=O)C(Cc1ccccc1O)NC(=O)Nc1c2c(cc3c1CCC3)CCC2,394.47,3.28,0.0,5.6020599913279625
C=C1C(=O)O[C@@H]2C[C@@]3(C)CC[C@@H](OC(=O)C(CC)CC)C(=C)[C@@H]3C[C@H]12,346.47,4.2,0.0,5.600326278518962
Cn1nccc1S(=O)(=O)NC(=O)Nc1c2c(cc3c1CCC3)CCC2,360.44,1.91,0.0,5.5934598195660445
Cc1c(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)cnn1C,374.47,2.22,0.0,5.590066876668706
CN1CCN(C(=O)c2ccc(/C=C3\SC(=S)N(c4cccc(OC(F)(F)F)c4)C3=O)cc2)CC1,507.56,4.38,1.0,5.590066876668706
C=C1C(=O)C[C@H]2[C@H]1CC/C(C)=C/CC[C@@]1(C)O[C@@H]21,246.35,3.43,0.0,5.586700235918748
CCc1nn(CC(=O)NC)c(=O)c2cc3sccc3n12,290.35,1.02,0.0,5.581698708680254
C=C1C(=O)O[C@@H]2C[C@@]3(C)CC[C@@H](NC(=O)c4ccc(C(F)(F)F)cc4)C(=C)[C@@H]3C[C@H]12,419.44,4.67,0.0,5.576754126063192
O=c1c2ccc(Cl)cc2nc(-c2cccc(C(F)(F)F)c2)n1O,340.69,3.97,0.0,5.573488738635425
CN1CCN(C(=O)c2ccc(/C=C3\SC(=S)N(c4cccc(C(F)(F)F)c4)C3=O)cc2)CC1,491.56,4.5,0.0,5.570247719997592
O=c1c2cc(Cl)ccc2nc(-c2ccc([N+](=O)[O-])cc2)n1O,317.69,2.86,0.0,5.568636235841013
COC(=O)[C@@H](Cc1ccc(O)cc1)NC(=O)Nc1c2c(cc3c1CCC3)CCC2,394.47,3.28,0.0,5.568636235841013
CC1CC(=O)c2cnc(Nc3cccc(C(F)(F)F)c3)nc2C1,321.3,4.0,0.0,5.5638373529592435
O=C(c1ccc(/C=C2\SC(=S)N(c3cccc(C(F)(F)F)c3)C2=O)cc1)N1CCOCC1,478.52,4.58,0.0,5.562249437179612
O=c1cc(Cc2cccc(Cl)c2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,431.93,4.38,0.0,5.552841968657781
CS(=O)(=O)[N-]C(=O)Nc1c2c(cc3c1CCC3)CCC2.[Na+],316.36,1.75,0.0,5.552841968657781
COCCc1cc(=O)n2nc(Nc3c4c(cc5c3CCC5)CCC4)nc2[nH]1,365.44,2.33,0.0,5.552841968657781
Cc1ccc(CC(=O)Nc2cccc(O)c2)cc1,241.29,2.88,0.0,5.549596913844634
COc1ccc(-c2ccc3c(c2NC(=O)NS(=O)(=O)c2ccc(Br)s2)CCC3)cc1,507.43,5.19,2.0,5.535212480354063
CCCOc1ccc(C(=O)NNC(=S)NC(=O)c2cccs2)cc1,363.46,2.49,0.0,5.533132379645891
N#Cc1ccc(NC(=O)Nc2ccc(Cl)cc2)cc1,271.71,3.86,0.0,5.525783735923745
CN1CCN(C(=O)c2ccc(/C=C3\SC(=S)N(c4cccc([N+](=O)[O-])c4)C3=O)cc2)CC1,468.56,3.39,0.0,5.525783735923745
COc1ccc(Cc2cc(=O)n3nc(Nc4c5c(cc6c4CCC6)CCC5)nc3[nH]2)cc1,427.51,3.74,0.0,5.522878745280337
C=C1C(=O)O[C@@H]2C[C@@]3(C)CC[C@@H](OC(=O)CCC)C(=C)[C@@H]3C[C@H]12,318.41,3.56,0.0,5.519993057042849
C=C1C(=O)O[C@@H]2C[C@@]3(C)CC[C@@H](OC(=O)C4CC4)C(=C)[C@@H]3C[C@H]12,316.4,3.17,0.0,5.510041520575165
CCOC(=O)CNC(=O)Nc1cc2c(c3c1CCCC3)CCC2,316.4,2.74,0.0,5.508638306165727
COc1ccc(CNC(=O)c2c(C)oc3c2C(=O)c2ccccc2C3=O)cc1,375.38,3.3,0.0,5.507239610973162
CCC1Nc2ncnc(N3CCN(c4ccccn4)CC3)c2N(Cc2ccc(Cl)cc2)C1=O.O=C(O)C(F)(F)F,578.0,3.59,0.0,5.5003129173815966
Cc1ccc(S(=O)(=O)N2CCN=C2SCc2ccccc2)cc1,346.48,3.29,0.0,5.498940737782249
Cn1c(=O)c(C(=O)Nc2ncccn2)c(O)c2ccccc21,296.29,1.29,0.0,5.497572880015567
O=C(c1ccc(/C=C2\SC(=S)N(c3cccc(OC(F)(F)F)c3)C2=O)cc1)N1CCOCC1,494.52,4.46,0.0,5.497572880015567
CCOC(=O)COC(=O)Nc1c(C)cccc1C(C)(C)C,293.36,3.4,0.0,5.494850021680094
COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(N)(=O)=O)cc1,368.84,1.97,0.0,5.488116639021126
CNS(=O)(=O)c1ccc(CCNC(=O)c2cc(Cl)ccc2OC)cc1,382.87,2.23,0.0,5.488116639021126
C=C1C(=O)O[C@@H]2C[C@@]3(C)CC[C@@H](OC(=O)c4ccco4)C(=C)[C@@H]3C[C@H]12,342.39,3.67,0.0,5.485452247339714
COC(=O)[C@@H](Cc1cccnn1)NC(=O)Nc1c2c(cc3c1CCC3)CCC2,380.45,2.36,0.0,5.481486060122113
CCC1Nc2ncnc(N3CCN(c4ccccn4)CC3)c2N(Cc2ccc(Br)cc2)C1=O.O=C(O)C(F)(F)F,622.45,3.7,1.0,5.481486060122113
O=C(c1ccc(Cn2c(SCC3CCCCC3)nc3ccncc32)cc1)N1CCNCC1,449.62,4.2,0.0,5.47755576649368
O=C(Nc1cccc(Br)c1)c1cc2ccccc2o1,316.15,4.45,0.0,5.4723700991286615
O=c1cc(CCc2ccccc2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,411.51,3.92,0.0,5.468521082957745
O=c1cc(Cc2cccnc2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,398.47,3.12,0.0,5.468521082957745
O=c1cc(CC2CCOCC2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,405.5,3.11,0.0,5.468521082957745
CS(=O)(=O)N1CCCc2ccc(NS(=O)(=O)c3ccc(-c4ccccc4)cc3)cc21,442.56,3.87,0.0,5.467245621007502
O=C(O)c1ccc(/C=C2\SC(=S)N(Cc3cccc(F)c3)C2=O)cc1,373.43,3.93,0.0,5.453457336521869
CCCC(=O)OC[C@@H]1C=CC(=O)CO1,198.22,0.85,0.0,5.443697499232712
CC(=O)Nc1ccc(CC(=O)Nc2cccc(O)c2)cc1,284.32,2.53,0.0,5.440691989092987
CC(C)c1nn(C(C)C(=O)Nc2ncc(F)cn2)c(=O)c2ccc(Br)cc12,434.27,3.41,0.0,5.436518914605589
O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1nccs1,363.46,2.63,0.0,5.436518914605589
O=c1cc(Cc2ccccc2F)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,415.47,3.87,0.0,5.431798275933005
CC(=O)OC1=C(F)C(C(C)=O)[C@@H]2CO[C@H]1O2,230.19,0.69,0.0,5.431798275933005
CC(=O)OC[C@@H]1C=C(F)C(=O)CO1,188.15,0.37,0.0,5.431798275933005
Cc1cccc(NC(=O)N2CCN(Cc3ccc(Cl)cc3)CC2)c1,343.86,4.0,0.0,5.42021640338319
Oc1c(/C=N/c2ccccn2)sc2ccccc12,254.31,3.75,0.0,5.42021640338319
O=C(Cc1ccc(Cl)cc1)Nc1cccc(O)c1,261.71,3.23,0.0,5.399462705635531
Cc1ccccc1Cc1cc(=O)n2nc(Nc3c4c(cc5c3CCC5)CCC4)nc2[nH]1,411.51,4.04,0.0,5.3979400086720375
O=C(Nc1scc(-c2ccccc2)c1C(=O)O)c1ccc(F)cc1,341.36,4.5,0.0,5.394694953858891
N#CCCS(=O)(=O)C/C(=C\c1ccc(Cl)cc1)C(=O)NCCc1ccccc1,416.93,3.41,0.0,5.39040559077478
O=C(Cc1ccc2cc[nH]c2c1)NCc1cccc(O)c1,280.33,2.73,0.0,5.382370702242158
COC(=O)[C@@H](Cc1ccccn1)NC(=O)Nc1c2c(cc3c1CCC3)CCC2,379.46,2.96,0.0,5.376750709602099
Cc1ccc(C2=NOC(C)(c3nnc(-c4ccccc4)o3)C2)cc1,319.36,4.08,0.0,5.367542707815276
CC(=O)OC[C@@H]1C=CC(=O)CO1,170.16,0.07,0.0,5.366531544420414
CC(N)C(=O)OC(C)(C)Cc1ccc(Cl)cc1.Cl,292.21,2.55,0.0,5.366531544420414
N#CCCS(=O)(=O)C/C(=C\c1ccc(Br)cc1)C(=O)NC1CC1,397.29,2.44,0.0,5.3655227298392685
O=C(O)c1ccc(/C=C2\SC(=S)N(CCCc3cccc(C(F)(F)F)c3)C2=O)cc1,451.49,5.24,1.0,5.364516253185088
N#CCCS(=O)(=O)C/C(=C\c1ccc(Br)cc1)C(=O)NCCc1cccc(F)c1,479.37,3.66,0.0,5.36251027048749
O=C(Nc1cccc(Cl)c1)c1cnn2cccnc12,272.7,2.64,0.0,5.361510743045363
N#CCCS(=O)(=O)C/C(=C\c1ccc(Cl)cc1)C(=O)NCCc1ccc(S(N)(=O)=O)cc1,496.01,2.06,0.0,5.354577730650908
O=C(CN1CCCCC1)NNC(=O)c1cccc(Br)c1,340.22,1.7,0.0,5.35261702988538
COC(=O)[C@@H](Cc1cncnc1)NC(=O)Nc1c2c(cc3c1CCC3)CCC2,380.45,2.36,0.0,5.346787486224656
O=c1cc(CC2CCCCC2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,403.53,4.26,0.0,5.346787486224656
COc1cccc(NC(=O)c2ccccc2)c1,227.26,2.95,0.0,5.342944147142896
CC(=O)N(/N=C1\Sc2ccccc2C1=O)c1ccccc1C,310.38,3.65,0.0,5.341988603342887
Cl.Nc1ccc(Oc2cc(N)cc(Oc3ccccc3)c2)cc1,328.8,4.44,0.0,5.33913452199613
C#CCCC1(CCN2CCCc3ccc(NS(=O)(=O)c4ccc(-c5ccccc5)cc4)cc32)N=N1,484.63,5.87,1.0,5.321481620959886
Cc1cccc(N2CCN(CC(O)COc3ccc(Cl)cc3)CC2)c1,360.89,3.21,0.0,5.320572103387881
O=C1C(F)=C[C@@H]2CO[C@H]1O2,144.1,0.16,0.0,5.318758762624412
O=C1/C(=C/c2ccc(-c3nnn[nH]3)cc2)SC(=S)N1CCCc1cccc(C(F)(F)F)c1,475.52,4.72,0.0,5.314258261397736
CCCC1CCC(c2ccc(OCC)cc2)=CC1=O,258.36,4.25,0.0,5.314258261397736
COc1cc(CNCCc2ccccc2)ccc1OCc1ccc(Cl)nc1.Cl,419.35,4.65,0.0,5.313363730737707
CN1CCCC(c2cc(=O)n3nc(Nc4c5c(cc6c4CCC6)CCC5)nc3[nH]2)C1,404.52,2.95,0.0,5.309803919971486
Cn1cc(Cc2cc(=O)n3nc(Nc4c5c(cc6c4CCC6)CCC5)nc3[nH]2)cn1,401.47,2.46,0.0,5.309803919971486
COc1cc(-c2cc(F)cc(C(C)C)c2CC(=O)NS(=O)(=O)c2cn(C3CC3)cn2)ccn1,472.54,3.6,0.0,5.301029995663981
CCC1(c2cc(S(=O)(=O)NC(=O)Cc3c4c(cc5c3CCC5)CCC4)nn2C(C)C)COC1,471.62,3.17,0.0,5.301029995663981
COc1cc(-c2ccc3c(c2CC(=O)NS(=O)(=O)c2ccn(C4CC4)n2)CCC3)ccn1,452.54,2.82,0.0,5.301029995663981
CC(C)c1cc(F)cc(-c2cccnc2)c1CC(=O)NS(=O)(=O)c1cnn(C2CC2)c1,442.52,3.59,0.0,5.301029995663981
N#Cc1cc(-c2ccc3c(c2CC(=O)NS(=O)(=O)c2ccn(C4CC4)n2)CCC3)ccn1,447.52,2.69,0.0,5.301029995663981
O=c1[nH]c(-c2ccc([N+](=O)[O-])cc2)nc2ccccc12,267.24,2.5,0.0,5.301029995663981
CCC1(c2cc(S(=O)(=O)NC(=O)Cc3c4c(cc5c3CCC5)CCC4)nn2C2CC2)COC1,469.61,2.92,0.0,5.301029995663981
CC(C)c1cc(F)cc(C(C)C)c1CC(=O)NS(=O)(=O)c1cnn(C2CC2)n1,408.5,3.05,0.0,5.301029995663981
CC(C)c1cc(F)cc(-c2cccnc2)c1CC(=O)NS(=O)(=O)c1ncn(C2CC2)n1,443.5,2.99,0.0,5.301029995663981
CC(C)c1cc(F)cc(C(C)C)c1CC(=O)NS(=O)(=O)c1cn(C2CC2)cn1,407.51,3.65,0.0,5.301029995663981
N#Cc1cc(-c2ccc3c(c2CC(=O)NS(=O)(=O)c2cnn(C4CC4)n2)CCC3)ccn1,448.51,2.08,0.0,5.301029995663981
O=c1cc(CC2CCOC2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,391.48,2.72,0.0,5.301029995663981
CC(c1cc(S(=O)(=O)NC(=O)Cc2c3c(cc4c2CCC4)CCC3)nn1C1CC1)N(C)C,456.61,2.87,0.0,5.301029995663981
CC(C)c1cc(F)cc(C(C)C)c1CC(=O)NS(=O)(=O)c1cnn(C2CC2)c1,407.51,3.65,0.0,5.301029995663981
COc1cc(-c2ccc3c(c2CC(=O)NS(=O)(=O)c2cnn(C4CC4)c2)CCC3)ccn1,452.54,2.82,0.0,5.301029995663981
COc1cc(-c2cc(F)cc(C(C)C)c2CC(=O)NS(=O)(=O)c2ncn(C3CC3)n2)ccn1,473.53,2.99,0.0,5.301029995663981
CC(C)c1cc(F)cc(-c2cccnc2)c1CC(=O)NS(=O)(=O)c1cnn(C2CC2)n1,443.5,2.99,0.0,5.301029995663981
CC(C)c1cc(F)cc(C(C)C)c1CC(=O)NS(=O)(=O)c1cc(CN(C)C)n(C2CC2)n1,464.61,3.71,0.0,5.301029995663981
COc1cc(-c2cc(F)cc(C(C)C)c2CC(=O)NS(=O)(=O)c2ccn(C3CC3)n2)ccn1,472.54,3.6,0.0,5.301029995663981
COc1cc(-c2cc(F)cc(C(C)C)c2CC(=O)NS(=O)(=O)c2cnn(C3CC3)n2)ccn1,473.53,2.99,0.0,5.301029995663981
N#CCCS(=O)(=O)C/C(=C\c1ccc(Br)cc1)C(=O)NCCc1cccnc1,462.37,2.91,0.0,5.298432014944073
O=C(Cn1ccc2ccccc2c1=O)Nc1cccc(O)c1,294.31,2.35,0.0,5.298000525110363
CCCCCCCC(=O)OC[C@@H]1C=CC(=O)CO1,254.33,2.41,0.0,5.292429823902063
CN(CCOc1ccccc1)c1ccc(S(=O)(=O)N2CCCCC2)cn1,375.49,2.77,0.0,5.292429823902063
C=C1C(=O)[C@]23[C@H](O)[C@H]1CC[C@H]2[C@@]12CO[C@]3(O)[C@@H](O)[C@@H]1C(C)(C)CC[C@@H]2O,364.44,0.38,0.0,5.285670240254767
C=C1C(=O)[C@]23[C@H](O)[C@@H]1CC[C@H]2[C@@]12CO[C@@]3(O)[C@@H](O)[C@@H]1C(C)(C)CC[C@@H]2O,364.44,0.38,0.0,5.285670240254767
N#CCCS(=O)(=O)C/C(=C\c1cccc(Br)c1)C(=O)NCCc1ccccc1,461.38,3.52,0.0,5.284832642151542
O=c1cc(CC2COCCN2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,406.49,1.67,0.0,5.267606240177032
