Molecular Weight,AlogP,#RO5 Violations,Action_Encoded,pIC50
483.38,2.53,0.0,0,5.0
328.41,2.83,0.0,0,5.0
399.31,2.69,0.0,0,5.0
366.87,2.67,0.0,0,5.0
409.49,2.66,0.0,0,5.0
455.93,4.59,0.0,0,5.0
366.87,2.58,0.0,0,5.0
312.33,1.05,0.0,0,5.0
511.63,2.56,1.0,0,5.0
494.01,3.64,0.0,1,5.0
389.46,0.73,0.0,0,5.0
399.48,3.16,0.0,0,5.0
475.36,3.86,0.0,0,5.0
432.55,3.91,0.0,0,5.0
400.5,2.64,0.0,0,5.0
484.52,6.36,1.0,0,5.0
397.29,2.44,0.0,0,5.0
543.36,6.21,2.0,0,5.0
370.47,3.08,0.0,0,5.0
439.93,4.89,0.0,0,5.0
328.41,2.83,0.0,0,5.0
434.95,3.3,0.0,0,5.0
333.41,1.45,0.0,0,5.0
425.91,3.72,0.0,0,5.0
354.86,2.58,0.0,0,5.0
505.59,4.49,1.0,0,5.0
236.32,4.03,0.0,0,5.0
439.44,4.68,0.0,0,5.0
539.45,5.27,2.0,0,5.0
368.84,1.25,0.0,0,5.0
402.88,2.72,0.0,0,5.0
318.38,0.91,0.0,0,5.0
340.83,2.14,0.0,0,5.0
270.24,2.58,0.0,0,5.0
396.51,3.61,0.0,0,5.0
326.81,1.8,0.0,0,5.0
307.39,4.05,0.0,1,5.0
386.47,3.2,0.0,0,5.0
376.5,3.14,0.0,0,5.0
360.44,2.67,0.0,0,5.0
540.46,2.17,1.0,0,5.0
358.42,2.42,0.0,0,5.0
368.44,2.07,0.0,0,5.0
402.54,3.67,0.0,0,5.0
425.35,3.22,0.0,0,5.0
307.38,1.25,0.0,0,5.0
438.57,3.97,0.0,0,5.0
380.9,3.11,0.0,0,5.0
374.49,2.89,0.0,0,5.0
399.31,2.69,0.0,0,5.0
496.01,2.06,0.0,0,5.0
382.87,1.91,0.0,0,5.0
540.46,2.17,1.0,0,5.0
299.17,4.3,0.0,0,4.995678626217358
372.47,1.81,0.0,0,4.987162775294828
416.52,3.35,0.0,1,4.985899678480379
394.54,5.11,1.0,1,4.985479461242076
452.62,4.92,0.0,1,4.940815382368629
700.77,1.46,1.0,1,4.931072388317928
283.37,3.87,0.0,1,4.905878404159439
514.57,5.56,2.0,1,4.881404634776238
384.45,2.34,0.0,1,4.879755204453635
266.3,3.05,0.0,1,4.878768544850378
596.62,2.8,1.0,1,4.862645888629267
395.53,4.94,0.0,1,4.860750782428393
329.38,2.84,0.0,0,4.860120913598763
374.49,4.01,0.0,1,4.856985199745905
378.47,3.57,0.0,1,4.853871964321762
424.5,1.99,0.0,1,4.838332587562264
466.65,2.46,0.0,1,4.830325565941193
658.82,6.32,2.0,1,4.825358807339551
408.5,2.4,0.0,1,4.817300096663957
266.3,3.56,0.0,0,4.799149501908922
401.47,2.46,0.0,1,4.795880017344075
384.93,4.73,0.0,1,4.7594507517174005
464.57,4.68,0.0,1,4.73471037413917
385.78,3.87,0.0,1,4.730487055782084
474.54,4.74,0.0,0,4.698970004336019
330.43,3.13,0.0,0,4.698970004336019
370.47,2.58,0.0,0,4.698970004336019
316.4,2.74,0.0,0,4.698970004336019
364.42,2.51,0.0,0,4.698970004336019
400.48,4.48,0.0,0,4.698970004336019
316.4,2.74,0.0,0,4.698970004336019
303.36,1.74,0.0,0,4.698970004336019
292.38,3.23,0.0,0,4.698970004336019
312.37,2.68,0.0,0,4.698970004336019
447.56,4.64,0.0,0,4.698970004336019
312.37,2.64,0.0,0,4.698970004336019
307.22,2.7,0.0,0,4.698970004336019
370.47,3.04,0.0,0,4.698970004336019
336.82,3.0,0.0,0,4.698970004336019
442.52,4.26,0.0,0,4.698970004336019
274.32,1.87,0.0,0,4.698970004336019
392.5,3.96,0.0,0,4.698970004336019
291.23,2.82,0.0,0,4.698970004336019
406.49,1.67,0.0,1,4.698970004336019
378.47,3.57,0.0,0,4.698970004336019
250.3,1.99,0.0,0,4.698970004336019
362.45,2.02,0.0,0,4.698970004336019
419.46,4.01,0.0,0,4.698970004336019
379.46,2.96,0.0,0,4.698970004336019
312.37,2.68,0.0,0,4.698970004336019
259.3,2.08,0.0,0,4.698970004336019
287.36,1.53,0.0,0,4.698970004336019
301.39,1.87,0.0,0,4.698970004336019
421.45,5.18,1.0,0,4.698970004336019
280.37,1.82,0.0,0,4.698970004336019
273.33,2.17,0.0,0,4.698970004336019
491.57,4.45,0.0,1,4.669789215428472
286.72,3.9,0.0,0,4.6585654754218595
361.23,4.19,0.0,1,4.638272163982407
368.39,3.37,0.0,1,4.616184634019569
471.59,4.41,0.0,1,4.6136794261059535
438.6,4.53,0.0,1,4.572351628813068
285.77,3.71,0.0,1,4.5638373529592435
525.47,5.3,2.0,1,4.542118103266008
297.36,2.76,0.0,0,4.522878745280337
309.37,2.98,0.0,0,4.522878745280337
453.58,6.67,1.0,0,4.522878745280337
328.44,4.04,0.0,0,4.522878745280337
328.37,1.61,0.0,0,4.522878745280337
311.39,3.31,0.0,0,4.522878745280337
283.33,2.49,0.0,0,4.522878745280337
427.55,6.16,1.0,0,4.522878745280337
462.02,3.62,0.0,0,4.481486060122113
424.57,4.3,0.0,1,4.479123618311658
413.43,3.3,0.0,1,4.452225294612178
310.31,3.42,0.0,0,4.4037328736044845
302.37,2.3,0.0,0,4.3979400086720375
404.52,2.95,0.0,0,4.3979400086720375
335.41,2.46,0.0,0,4.3979400086720375
303.36,2.32,0.0,0,4.3979400086720375
346.39,2.32,0.0,0,4.3979400086720375
317.39,2.8,0.0,0,4.3979400086720375
419.53,1.89,0.0,0,4.3979400086720375
351.41,2.46,0.0,0,4.3979400086720375
411.51,4.04,0.0,0,4.3979400086720375
305.39,3.15,0.0,0,4.3979400086720375
390.49,2.61,0.0,0,4.3979400086720375
390.49,2.61,0.0,0,4.3979400086720375
321.38,2.45,0.0,0,4.3979400086720375
321.38,2.45,0.0,0,4.3979400086720375
335.41,2.76,0.0,0,4.3979400086720375
128.13,-0.5,0.0,0,4.376750709602099
409.34,3.11,0.0,0,4.301029995663981
465.55,4.07,0.0,1,4.283078926833239
378.88,2.45,0.0,0,4.130768280269024
366.45,2.94,0.0,1,4.086186147616283
245.25,2.71,0.0,0,4.0
278.31,3.12,0.0,0,4.0
305.36,1.98,0.0,0,4.0
321.28,3.2,0.0,0,4.0
257.29,2.58,0.0,0,4.0
266.3,3.05,0.0,0,4.0
283.33,3.08,0.0,0,4.0
325.29,3.78,0.0,0,4.0
430.51,3.51,0.0,0,4.0
257.29,2.58,0.0,0,4.0
333.39,4.15,0.0,0,4.0
307.3,3.48,0.0,0,4.0
320.19,3.64,0.0,0,4.0
269.3,2.51,0.0,0,4.0
266.3,2.99,0.0,0,4.0
271.27,2.3,0.0,0,4.0
297.4,4.31,0.0,0,4.0
299.33,2.66,0.0,0,4.0
285.3,2.57,0.0,0,4.0
259.28,3.02,0.0,0,4.0
271.32,2.37,0.0,0,4.0
320.37,1.52,0.0,0,4.0
243.26,2.28,0.0,0,4.0
297.31,2.55,0.0,0,4.0
309.29,3.9,0.0,0,4.0
275.74,3.53,0.0,0,4.0
227.26,2.57,0.0,0,4.0
296.33,2.12,0.0,0,4.0
295.34,3.01,0.0,0,4.0
266.3,2.8,0.0,0,4.0
272.26,2.48,0.0,0,4.0
266.3,3.05,0.0,0,4.0
303.36,4.24,0.0,0,4.0
282.3,3.02,0.0,0,4.0
283.33,2.91,0.0,0,4.0
320.37,1.94,0.0,0,4.0
255.32,3.18,0.0,0,4.0
299.37,3.1,0.0,0,4.0
257.29,2.58,0.0,0,4.0
286.29,2.78,0.0,0,4.0
241.29,2.88,0.0,0,4.0
297.31,2.55,0.0,0,4.0
252.27,3.13,0.0,0,4.0
256.31,2.46,0.0,0,4.0
257.29,2.58,0.0,0,4.0
296.33,2.12,0.0,0,4.0
271.32,2.89,0.0,0,4.0
277.32,3.73,0.0,0,4.0
